"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"EUMDE46","2021-09-02T18:00:00","24.75","36.04",,,"1","5","2","5","3","4","1","5","5",,"35",,,,,"10043","2","6","8","288",,,"272",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-02T19:00:00","28.58","33.01",,,"1","5","2","5","3","4","1",,,,,,,,,"10059","7","9",,,,,,,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-02T19:00:00","23.29","37.13",,,"1","5","2","5","7","4","1","5","95",,"35",,,,,"10045","2","16","8","300",,,"290",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"1","F12111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-02T19:00:00","24.46","36.21",,,"1","5","2","5","3","4","1","5","355",,"46",,,,,"10044","2","8","8","290",,,"277",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-02T19:00:00","28.80","32.80",,,"1","5","2","5","9",,"1",,,,,,,,,"10062","5","2","8","295",,"235","210",,,,,"A",,"A","A",,,,,,,"217","82","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"EUCDE40","2021-09-02T20:00:00","28.31","33.18",,,"1","5","2","5","3","4","1",,,,,,,,,"10057","7","1",,,,,,,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-02T20:00:00","23.57","36.95",,,"1","5","2","5","7","4","1",,"160",,"34",,,,,"10048","2","15","8","298",,,"285",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-02T20:00:00","24.18","36.39",,,"1","5","2","5","3","4","1","5","295",,"49",,,,,"10038","4","0","8","289",,,"282",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11113","11AAA11A1AAAA1","5",,,,,,,,
"9V7989","2021-09-02T21:00:00","25.20","35.80",,,"1","6","2","5","7","4","1",,"300","4","77","1","97","2","0","10031","8","6","8","280",,"260","253","7","290","3","3","6","2","0","0",,"5","2","32","6","2","217","55","798","172","5","0",,"1","111111","11111111111111","5",,"0",,,,,,
"EUCDE40","2021-09-02T21:00:00","28.08","33.41",,,"1","5","2","5","3","4","1",,,,,,,,,"10050","7","10",,,,,,,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-02T21:00:00","23.85","36.78",,,"1","5","2","5","7","4","1",,"170",,"24",,,,,"10038","7","7","8","295",,,"281",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-02T21:00:00","23.90","36.57",,,"1","5","2","5","3","4","1","5","215",,"44",,,,,"10043","4","0","8","293",,,"277",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-02T21:00:00","28.30","33.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10053","8","9","8","305",,"245","222",,,,,"A",,"A","A",,,,,,,"217","83","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"TBWUK76","2021-09-02T21:00:00","29.20","32.60",,,"1","6","2","5","3","4","1",,"360","3","144",,,,,"10074","8","10","8","280",,"230","205","1","285","0","0","0","9","0","0",,,,,,,"217","92","798","172","5","1","2","1","111411","11AAA111111AA1","5",,,,,,,,
"EUCDE40","2021-09-02T22:00:00","27.87","33.67",,,"1","5","2","5","3","4","1",,,,,,,,,"10037","7","22",,,,,,,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-02T22:00:00","24.13","36.62",,,"1","5","2","5","7","4","1",,"190",,"10",,,,,"10032","7","13","8","291",,,"278",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-02T22:00:00","23.62","36.74",,,"1","5","2","5","4","4","1","5","245",,"45",,,,,"10035","7","10","8","294",,,"276",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-02T22:00:00","28.10","33.30",,,"1","5","2","5","3","4","1",,,,,,,,,"10046","8","16","8","301",,"240","215",,,,,"A",,"A","A",,,,,,,"217","83","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"EUCDE40","2021-09-02T23:00:00","27.65","33.90",,,"1","5","2","5","3","4","1",,,,,,,,,"10036","7","21",,,,,,,,,,,,,,,,,,,,"217","73","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-02T23:00:00","24.41","36.46",,,"1","5","2","5","7","4","1","5","315",,"19",,,,,"10032","7","16","8","290",,,"274",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-02T23:00:00","23.34","36.91",,,"1","5","2","5","3","4","1","5","235",,"35",,,,,"10034","7","4","8","295",,,"276",,,,,,,,,,,,,,,"217","36","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-02T23:00:00","27.90","33.50",,,"1","5","2","5","3","4","1",,,,,,,,,"10042","8","13","8","284",,"230","207",,,,,"A",,"A","A",,,,,,,"217","73","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9HA3538","2021-09-03T00:00:00","26.00","35.30",,,"1","4","0","0",,,"1","0","310","4","98",,"98",,,"10030",,,"0","290",,,,"1","283","3",,,"A",,,,,"2","34",,"1","217","65","992","114","5","1","2","1","11111F","111AA11AA1133A",,"3",,,,,,,"4"
"9V7989","2021-09-03T00:00:00","25.90","35.30",,,"1","6","2","5","7","4","1",,"320","4","77","1","97","1","0","10016","7","16","8","300",,"280","274","7","300","0","0","0","9","0","0",,"3","1","31","8","1","217","55","798","172","5","0",,"1","111121","11111111111111","5",,"0",,,,,,
"EUCDE40","2021-09-03T00:00:00","27.42","34.14",,,"1","5","2","5","3","4","1",,,,,,,,,"10040","7","9",,,,,,,,,,,,,,,,,,,,"217","74","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T00:00:00","24.70","36.28",,,"1","5","2","5","7","4","1",,"180",,"4",,,,,"10033","7","5","8","288",,,"276",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T00:00:00","23.05","37.09",,,"1","5","2","5","3","4","1",,"250",,"44",,,,,"10030","7","13","8","294",,,"279",,,,,,,,,,,,,,,"217","37","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T00:00:00","27.80","33.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10031","8","22","8","277",,"232","213",,,,,"A",,"A","A",,,,,,,"217","73","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"EUCDE40","2021-09-03T01:00:00","27.16","34.33",,,"1","5","2","5","3","4","1",,,,,,,,,"10036","7","1",,,,,,,,,,,,,,,,,,,,"217","74","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T01:00:00","24.98","36.11",,,"1","5","2","5","7","4","1","5","275",,"9",,,,,"10028","7","5","8","290",,,"270",,,,,,,,,,,,,,,"217","46","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T01:00:00","22.78","37.28",,,"1","5","2","5","3","4","1",,"250",,"32",,,,,"10031","7","3","8","296",,,"282",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T01:00:00","27.60","33.90",,,"1","6","2","5","3","4","1",,"340","4","113","1","98",,,"10038","5","8","8","277",,"238","223","7","310",,,"A",,"A","A",,"5","4",,,,"217","73","798","172","5","1","2","1","511111","111AA1111181A1","5",,,,,,,,
"EUCDE40","2021-09-03T02:00:00","26.91","34.53",,,"1","5","2","5","3","4","1",,,,,,,,,"10034","7","2",,,,,,,,,,,,,,,,,,,,"217","64","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T02:00:00","25.26","35.93",,,"1","5","2","5","7","4","1",,"290",,"15",,,,,"10028","7","4","8","292",,,"265",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T02:00:00","22.49","37.44",,,"1","5","2","5","3","4","1","5","255",,"51",,,,,"10033","7","1","8","296",,,"282",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T02:00:00","27.40","34.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10039","5","4","8","276",,"239","224",,,,,"A",,"A","A",,,,,,,"217","74","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"EUCDE40","2021-09-03T03:00:00","26.64","34.73",,,"1","5","2","5","3","4","1",,,,,,,,,"10030","7","10",,,,,,,,,,,,,,,,,,,,"217","64","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T03:00:00","25.50","35.73",,,"1","5","2","5","7","4","1",,"310",,"59",,,,,"10030","7","3","8","294",,,"263",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T03:00:00","22.20","37.60",,,"1","5","2","5","3","4","1",,"280",,"49",,,,,"10036","2","6","8","297",,,"281",,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T03:00:00","27.10","34.20",,,"1","5","2","5","3","4","1",,,,,,,,,"10037","0","6","8","295",,"248","230",,,,,"A",,"A","A",,,,,,,"217","74","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"9V7989","2021-09-03T04:00:00","26.80","34.70",,,"1","6","2","5","7","3","1",,"320","4","129","1","97","2","1","10050",,,"8","280",,"260","253","7","290","5","5","5","5","5","7",,"5","2","27","5","2","217","64","798","172","5","0",,"2","111111","1111111111111A","5",,"1",,,,,,
"EUCDE40","2021-09-03T04:00:00","26.38","34.93",,,"1","5","2","5","3","4","1",,,,,,,,,"10034","7","2",,,,,,,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T04:00:00","25.76","35.54",,,"1","5","2","5","7","4","1","5","315",,"80",,,,,"10029","2","2","8","290",,,"258",,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T04:00:00","21.91","37.78",,,"1","5","2","5","3","4","1",,"290",,"49",,,,,"10038","2","7","8","301",,,"278",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T04:00:00","26.90","34.40",,,"1","5","2","5","3","4","1",,,,,,,,,"10036","5","2","8","301",,"251","233",,,,,"A",,"A","A",,,,,,,"217","64","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"EUCDE40","2021-09-03T05:00:00","26.12","35.12",,,"1","5","2","5","3","4","1",,,,,,,,,"10038","2","4",,,,,,,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T05:00:00","26.00","35.35",,,"1","5","2","5","7","4","1","5","315",,"92",,,,,"10032","2","4","8","288",,,"253",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T05:00:00","21.64","37.96",,,"1","5","2","5","3","4","1",,"40",,"29",,,,,"10048","2","15","8","304",,,"279",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"WLZ9WHS","2021-09-03T05:00:00","23.30","37.50",,,"1","6","2","5","7","3","1",,"290","3","36","1","97",,,"10054","3","14","8","305",,"285","278","7","323",,,"A",,"A","A",,"5","1","13","25","1","217","37","798","172","5","1","2","2","111111","111AA111118131","5",,,,,,,,
"DDVK2","2021-09-03T06:00:00","25.80","35.40",,,"1","6","2","5","3","4","1",,"320",,"93","1","97","2","1","10044","1","13","8","290",,,"239","1","295","6","6","4","5","1","A","32","4","2","32","4","3","217","55","798","172","5","0",,"2","111111","1111111A111111","5",,"1",,,,,,
"EUCDE40","2021-09-03T06:00:00","25.87","35.33",,,"1","5","2","5","3","4","1",,,,,,,,,"10042","2","12",,,,,,,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T06:00:00","26.25","35.18",,,"1","5","2","5","7","4","1",,"330",,"109",,,,,"10035","2","5","8","289",,,"250",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T06:00:00","21.37","38.15",,,"1","5","2","5","3","4","1","5","255",,"30",,,,,"10056","2","20","8","305",,,"279",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"TBWUK76","2021-09-03T06:00:00","26.90","34.30",,,"1","6","2","5","3","5","1",,"320","3","113",,,,,"10044","3","11","8","280",,"250","237","1","300","3",,"A","A","A","A",,,,,,,"217","64","798","172","5","1","2","2","111111","11AAA111111AA1","5",,,,,,,,
"9V7989","2021-09-03T07:00:00","27.40","34.20",,,"1","6","2","5","7","3","1",,"320","4","154","1","97","2","1","10063","0","16","8","275",,"245","234","7","274",,,,,,,,,"10",,,,"217","74","798","172","5","0",,"2","113111","1111111111A3A1","5",,"1",,,,,,
"EUCDE40","2021-09-03T07:00:00","25.61","35.52",,,"1","5","2","5","3","4","1",,,,,,,,,"10050","2","16",,,,,,,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T07:00:00","26.49","35.00",,,"1","5","2","5","7","4","1","5","315",,"111",,,,,"10041","2","12","8","286",,,"253",,,,,,,,,,,,,,,"217","65","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T07:00:00","21.08","38.30",,,"1","5","2","5","3","4","1",,"250",,"56",,,,,"10058","2","21","8","313",,,"283",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-03T08:00:00","25.35","35.70",,,"1","5","2","5","3","4","1",,,,,,,,,"10054","2","15",,,,,,,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T08:00:00","26.71","34.81",,,"1","5","2","5","7","4","1",,"310",,"94",,,,,"10047","2","15","8","284",,,"241",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T08:00:00","20.80","38.49",,,"1","5","2","5","3","5","1","5","225",,"37",,,,,"10058","2","10","8","317",,,"284",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"9V7989","2021-09-03T09:00:00","27.70","33.80",,,"1","6","2","5","7","3","1",,"320","4","185","1","97","2","1","10057","8","7","8","270",,"245","236","7","255",,,,,,,,,"6","36","4","1","217","73","798","172","5","0",,"2","111211","1111111111A311","5",,"1",,,,,,
"EUCDE40","2021-09-03T09:00:00","25.09","35.88",,,"1","5","2","5","3","4","1",,,,,,,,,"10053","2","11",,,,,,,,,,,,,,,,,,,,"217","55","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T09:00:00","26.94","34.63",,,"1","5","2","5","7","4","1","5","315",,"106",,,,,"10044","2","9","8","284",,,"237",,,,,,,,,,,,,,,"217","64","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T09:00:00","20.50","38.67",,,"1","5","2","5","3","5","1",,"250",,"33",,,,,"10055","7","1","8","317",,,"284",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T09:00:00","25.70","35.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10045","0","1","8",,,"290","265",,,,,"A",,"A","A",,,,,,,"217","55","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1","5",,,,,,,,
"EUCDE40","2021-09-03T10:00:00","24.83","36.06",,,"1","5","2","5","3","4","1",,,,,,,,,"10047","7","3",,,,,,,,,,,,,,,,,,,,"217","46","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T10:00:00","27.17","34.46",,,"1","5","2","5","7","4","1",,"310",,"102",,,,,"10041","7","1","8","282",,,"236",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE46","2021-09-03T10:00:00","20.21","38.84",,,"1","5","2","5","3","4","1","5","275",,"33",,,,,"10047","7","12","8","322",,,"285",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T10:00:00","25.50","35.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10047","0","3","8",,,"293","270",,,,,"A",,"A","A",,,,,,,"217","55","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1","5",,,,,,,,
"EUCDE40","2021-09-03T11:00:00","24.56","36.23",,,"1","5","2","5","3","4","1",,,,,,,,,"10034","7","19",,,,,,,,,,,,,,,,,,,,"217","46","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T11:00:00","27.41","34.27",,,"1","5","2","5","7","4","1",,"310",,"66",,,,,"10037","7","11","8","282",,,"242",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T11:00:00","25.30","35.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10039","8","7","8",,,,,,,,,"A",,"A","A",,,,,,,"217","55","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,,,,,,,
"9V7989","2021-09-03T12:00:00","28.20","33.20",,,"1","6","2","5","7","3","1",,"340","4","98","1","97",,"0","10055","5","1","8","270",,"245","236","7","260","0","0","0","9","0","0",,"4","2","38",,,"217","83","798","172","5","0",,"2","111111","111A1111111171","5",,"0","38",,,,,
"EUCDE40","2021-09-03T12:00:00","24.30","36.39",,,"1","5","2","5","3","4","1",,,,,,,,,"10032","7","21",,,,,,,,,,,,,,,,,,,,"217","46","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T12:00:00","27.62","34.01",,,"1","5","2","5","7","4","1",,"310",,"41",,,,,"10032","7","12","8","287",,,"238",,,,,,,,,,,,,,,"217","74","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE27","2021-09-03T12:00:00","29.99","32.59",,,"1","5","2","5","4","2","1",,"350",,"55",,,,,"10076","7","19","8",,,,"179",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F71114","11AAA16A6AAAA1","5",,,,,,,,
"EUCDE40","2021-09-03T13:00:00","24.03","36.57",,,"1","5","2","5","3","4","1",,,,,,,,,"10031","7","16",,,,,,,,,,,,,,,,,,,,"217","46","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T13:00:00","27.83","33.76",,,"1","5","2","5","7","4","1","5","305",,"113",,,,,"10031","7","9","8","287",,,"239",,,,,,,,,,,,,,,"217","73","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE27","2021-09-03T13:00:00","29.86","32.55",,,"1","5","2","5","4","3","1",,"330",,"42",,,,,"10076","7","13","8",,,,"180",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F71114","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-03T14:00:00","23.77","36.74",,,"1","5","2","5","3","4","1",,,,,,,,,"10025","7","8",,,,,,,,,,,,,,,,,,,,"217","36","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T14:00:00","28.04","33.49",,,"1","5","2","5","7","4","1","5","335",,"53",,,,,"10032","7","4","8","288",,,"230",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","F11121","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE27","2021-09-03T14:00:00","29.61","32.52",,,"1","5","2","5","4","4","1",,"30",,"51",,,,,"10071","7","11","8","319",,,"205",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F31111","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T14:00:00","24.70","35.80",,,"1","5","2","5","3","3","1",,,,,,,,,"10021","6","18","8","325",,"275","259",,,,,"A",,"A","A",,,,,,,"217","45","798","172","5","1","2","2","F3FF21","1AAAA1111A8AA1","5",,,,,,,,
"EUCDE40","2021-09-03T15:00:00","23.50","36.91",,,"1","5","2","5","3","4","1",,,,,,,,,"10024","7","9",,,,,,,,,,,,,,,,,,,,"217","36","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T15:00:00","28.29","33.27",,,"1","5","2","5","7","4","1","5","315",,"80",,,,,"10041","2","8","8","297",,,"222",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE27","2021-09-03T15:00:00","29.36","32.65",,,"1","5","2","5","3","4","1","5","325",,"88",,,,,"10065","7","12","8","309",,,"211",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"2","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-03T16:00:00","23.24","37.09",,,"1","5","2","5","3","4","1",,,,,,,,,"10021","7","10",,,,,,,,,,,,,,,,,,,,"217","37","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T16:00:00","28.57","33.09",,,"1","5","2","5","7","4","1","5","325",,"64",,,,,"10038","2","7","8","310",,,"196",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE27","2021-09-03T16:00:00","29.10","32.77",,,"1","5","2","5","4","4","1",,"340",,"141",,,,,"10059","7","17","8","319",,,"193",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F31211","11AAA11A1AAAA1","5",,,,,,,,
"EUCDE40","2021-09-03T17:00:00","22.97","37.26",,,"1","5","2","5","3","4","1",,,,,,,,,"10026","2","0",,,,,,,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA7","5",,,,,,,,
"EUMDE22","2021-09-03T17:00:00","28.86","32.94",,,"1","5","2","5","8","4","1","5","345",,"63",,,,,"10050","2","18","8","307",,,"210",,,,,,,,,,,,,,,"217","82","798","172","5","0",,"1","F11111","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE27","2021-09-03T17:00:00","28.84","32.88",,,"1","5","2","5","4","4","1","5","345",,"138",,,,,"10058","7","14","8","306",,,"209",,,,,,,,,,,,,,,"217","82","798","172","5","0",,"1","F11211","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T17:00:00","24.10","36.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10029","3","8","8","300",,"270","260",,,,,"A",,"A","A",,,,,,,"217","46","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"DDVK2","2021-09-03T18:00:00","23.30","37.40",,,"1","6","2","5","3","3","1",,"300",,"36","1","97","2","1","10031","3","4","8","290",,,"264","1","314","2","2","A","6","A","5","30",,,,,,"217","37","798","172","5","0",,"1","111111","1111111A1117A1","5",,"1",,,,,,
"EUCDE40","2021-09-03T18:00:00","22.70","37.43",,,"1","5","2","5","3","4","1",,,,,,,,,"10033","2","9",,,,,,,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
"EUMDE22","2021-09-03T18:00:00","29.15","32.81",,,"1","5","2","5","7","4","1",,"10",,"139",,,,,"10059","2","19","8","304",,,"222",,,,,,,,,,,,,,,"217","92","798","172","5","0",,"1","F11411","11AAA11A1AAAA1","5",,,,,,,,
"EUMDE27","2021-09-03T18:00:00","28.58","33.01",,,"1","5","2","5","3","4","1","5","335",,"139",,,,,"10063","7","2","8","305",,,"223",,,,,,,,,,,,,,,"217","83","798","172","5","0",,"1","F11211","11AAA11A1AAAA1","5",,,,,,,,
"OYGC2","2021-09-03T18:00:00","23.90","36.30",,,"1","5","2","5","9",,"1",,,,,,,,,"10034","3","9","8","300",,"275","266",,,,,"A",,"A","A",,,,,,,"217","36","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,
"EUCDE40","2021-09-03T19:00:00","22.45","37.61",,,"1","5","2","5","3","4","1",,,,,,,,,"10038","2","16",,,,,,,,,,,,,,,,,,,,"217","27","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,
