"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"NWWH1","2015-09-01T01:18:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","30","4","51",,,,"10117",,,,,,,,"1","297",,,,,,,,,,,,"234","19","795","103","16","1","2","2","1F111F","11AAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T01:18:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","360","4","26",,,,"10106",,,"0",,,,,"1","281",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","1F111F","11AAA1AAA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-01T01:24:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","20","4","51",,,,"10104",,,"0","276",,,,"1","290",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T01:24:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","100","4","62",,,,"10083",,,"0","318",,,,"1","297",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","35114F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T01:24:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","60","4","62",,,,"10112",,,,"278",,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T01:24:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","30","4","57",,,,"10116",,,,"281",,,,"1","297",,,,,,,,,,,,"234","19","795","103","16","1","2","2","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T01:24:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","350","4","36",,,,"10105",,,"0","301",,,,"1","281",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","13111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-01T01:30:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","10","4","51",,,,"10104",,,"0","276",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T01:30:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","120","4","57",,,,"10084",,,"0","308",,,,"1","297",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","35114F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T01:30:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","60","4","57",,,,"10111",,,,"282",,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T01:30:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","40","4","46",,,,"10115",,,,"281",,,,"1","297",,,,,,,,,,,,"234","19","795","103","16","1","2","2","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T01:30:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","20","4","36",,,,"10105",,,"0","301",,,,"1","281",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","13111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100208","2015-09-01T01:31:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"10","4","9","12","2","234","29","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-01T01:33:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","286",,,,,,,"10","1","20","12","2","234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-01T01:33:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","274",,,,,,,"8","4","3","11","1","234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-01T01:34:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","283",,,,,,,"8","3","35","13","1","234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100526","2015-09-01T01:36:00","29.93","-150.12",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,"234","90","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"KLIH1","2015-09-01T01:36:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","10","4","62",,,,"10104",,,"0","276",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T01:36:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","120","4","41",,,,"10085",,,"0","310",,,,"1","297",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","35114F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T01:36:00","21.43","-157.79",,,"1","4","2","5",,,,"5","0","40","4","57",,,,"10111",,,,"284",,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","31111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T01:36:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","30","4","51",,,,"10114",,,,"281",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T01:36:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","10","4","31",,,,"10105",,,"0","301",,,,"1","281",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","13111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-01T01:37:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"10","4","9","11","4","234","16","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100202","2015-09-01T01:41:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","287",,,,,,,"8","3","9","15","2","234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-01T01:42:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","10","4","62",,,,"10103",,,"0","272",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T01:42:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","120","4","57",,,,"10085",,,"0","306",,,,"1","296",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","35114F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T01:42:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10110",,,,,,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T01:42:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","40","4","46",,,,"10113",,,,"283",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T01:42:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","20","4","21",,,,"10105",,,"0","298",,,,"1","282",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","13111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-01T01:48:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","10","4","57",,,,"10103",,,"0","272",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T01:48:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","130","4","46",,,,"10085",,,"0","306",,,,"1","296",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","35114F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T01:48:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10110",,,,,,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T01:48:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","40","4","46",,,,"10113",,,,"283",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T01:48:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","10","4","21",,,,"10104",,,"0","299",,,,"1","282",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","13111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100000","2015-09-01T01:50:00","23.50","-153.80",,,"1","4",,"0",,,,"11","0","50","1","150",,,,,"6","26",,"268",,,,"1","275",,,,,,,"7","6","12","13","9","234","33","793","103","6","1","2","2","11126F","11AAA11AA1A111",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-01T01:54:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","10","4","46",,,,"10104",,,"0","269",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T01:54:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","140","4","31",,,,"10086",,,"0","311",,,,"1","296",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","35114F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T01:54:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10110",,,,,,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T01:54:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","30","4","51",,,,"10114",,,,"282",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T01:54:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","340","4","31",,,,"10104",,,"0","295",,,,"1","282",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","13111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"4600561","2015-09-01T02:00:00","27.55","-156.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,"234","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"KLIH1","2015-09-01T02:00:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","10","4","41",,,,"10103","6","13","0","273",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T02:00:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","180","4","41",,,,"10086","5","13","0","314",,,,"1","296",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","35114F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T02:00:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10111","6","14",,,,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","3FFF1F","1AAAA1AAA1AAA1","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T02:00:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","30","4","41",,,,"10115","6","14",,"282",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","11111F","11AAA11AA1AAA1","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T02:00:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","350","4","41",,,,"10104","6","15","0","292",,,,"1","282",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","11111F","11AAA11AA18AA1","31",,"6",,,,,,,,,,,"4"
"5100208","2015-09-01T02:01:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"10","4","9","13","2","234","29","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-01T02:03:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","288",,,,,,,"10","1","19","13","1","234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-01T02:03:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","274",,,,,,,"8","4","7","15","1","234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100201","2015-09-01T02:04:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","283",,,,,,,"8","3","0","11","1","234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A77A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-01T02:06:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","360","4","46",,,,,,,"0","273",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","1111FF","11AAAA1AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T02:06:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","180","4","26",,,,,,,"0","303",,,,"1","296",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","3311FF","11AAAA1AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T02:06:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10111",,,,,,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T02:06:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","40","4","46",,,,,,,,"280",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","1111FF","11AAAA1AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T02:06:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","20","4","10",,,,,,,"0","297",,,,"1","283",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","1311FF","11AAAA1AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-01T02:07:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"10","4","9","13","4","234","16","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"4600561","2015-09-01T02:10:00","27.55","-156.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,"234","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"5100526","2015-09-01T02:10:00","29.94","-150.11",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,"234","90","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"5100202","2015-09-01T02:11:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","286",,,,,,,"8","4","9","14","2","234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-01T02:12:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","360","4","41",,,,,,,"0","271",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","1111FF","11AAAA1AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T02:12:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","170","4","15",,,,,,,"0","299",,,,"1","296",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","3311FF","11AAAA1AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T02:12:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10111",,,,,,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T02:12:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","30","4","72",,,,,,,,"270",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","1111FF","11AAAA1AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T02:12:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","360","4","26",,,,,,,"0","298",,,,"1","283",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","1311FF","11AAAA1AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100526","2015-09-01T02:14:00","29.94","-150.11",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"256",,,,,,,,,,,,"234","90","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"5100526","2015-09-01T02:17:00","29.94","-150.11",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,"234","90","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"KLIH1","2015-09-01T02:18:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","360","4","36",,,,,,,"0","272",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","1111FF","11AAAA1AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T02:18:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","170","4","15",,,,,,,"0","301",,,,"1","296",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","3311FF","11AAAA1AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T02:18:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10110",,,,,,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T02:18:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","30","4","62",,,,,,,,"268",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","1111FF","11AAAA1AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T02:18:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","40","4","26",,,,,,,"0","297",,,,"1","283",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","1311FF","11AAAA1AA18AAA","31",,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-01T02:24:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","350","4","46",,,,"10102",,,"0","273",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T02:24:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","160","4","36",,,,"10087",,,"0","305",,,,"1","296",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","33114F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T02:24:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10110",,,,,,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T02:24:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","30","4","41",,,,"10115",,,,"271",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T02:24:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","340","4","21",,,,"10105",,,"0","290",,,,"1","284",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100526","2015-09-01T02:26:00","29.95","-150.11",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,"234","90","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"5100526","2015-09-01T02:30:00","29.94","-150.11",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,"234","90","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"KLIH1","2015-09-01T02:30:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","20","4","62",,,,"10102",,,"0","277",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","1","2","2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T02:30:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","160","4","26",,,,"10087",,,"0","308",,,,"1","296",,,,"A",,,,,,,,"234","5","995","114","16","1","2","2","35114F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T02:30:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10110",,,,,,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T02:30:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","30","4","36",,,,"10115",,,,"275",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T02:30:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","70","4","26",,,,"10106",,,"0","292",,,,"1","285",,,,"A",,,,,,,,"234","17","995","114","16","1","2","2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100208","2015-09-01T02:31:00","22.30","-159.60",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"8","4","9","14","2","234","29","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100204","2015-09-01T02:33:00","21.30","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","289",,,,,,,"10","1","18","13","2","234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100207","2015-09-01T02:33:00","21.50","-157.80",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","275",,,,,,,"8","4","7","14","2","234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
"5100526","2015-09-01T02:33:00","29.95","-150.11",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,"234","90","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"5100201","2015-09-01T02:34:00","21.70","-158.10",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","282",,,,,,,"8","3","31","11","1","234","18","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"KLIH1","2015-09-01T02:36:00","20.90","-156.47",,,"1","4","2","5",,,,"5","0","10","4","67",,,,"10101",,,"0","278",,,,"1","291",,,,"A",,,,,,,,"234","6","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"KWHH1","2015-09-01T02:36:00","20.04","-155.83",,,"1","4","2","5",,,,"5","0","160","4","36",,,,"10087",,,"0","311",,,,"1","296",,,,"A",,,,,,,,"234","5","995","114","16","0",,"2","35114F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"MOKH1","2015-09-01T02:36:00","21.43","-157.79",,,"1","4","2","5",,,,"5",,,,,,,,"10111",,,,,,,,"1","300",,,,,,,,,,,,"234","17","795","103","16","1","2","2","3FFF1F","1AAAA1AAA1AAAA","31",,"6",,,,,,,,,,,"4"
"NWWH1","2015-09-01T02:36:00","21.95","-159.36",,,"1","4","2","5",,,,"5","0","30","4","46",,,,"10115",,,,"277",,,,"1","296",,,,,,,,,,,,"234","19","795","103","16","1","2","2","11111F","11AAA11AA1AAAA","31",,"6",,,,,,,,,,,"4"
"OOUH1","2015-09-01T02:36:00","21.30","-157.87",,,"1","4","2","5",,,,"5","0","60","4","36",,,,"10106",,,"0","290",,,,"1","285",,,,"A",,,,,,,,"234","17","995","114","16","0",,"2","11111F","11AAA11AA18AAA","31",,"6",,,,,,,,,,,"4"
"5100205","2015-09-01T02:37:00","21.00","-156.40",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","281",,,,,,,"9","4","9","12","4","234","16","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A71A",,,"6",,,,,,,,,,,"4"
"5100202","2015-09-01T02:41:00","21.40","-157.70",,,"1","4",,"0",,,,"11",,,,,,,,,,,,,,,,"1","287",,,,,,,"8","3","9","14","2","234","17","793","103","6","1","2","2","1FFFFF","1AAAAAAAA1A73A",,,"6",,,,,,,,,,,"4"
