"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4100709","2015-09-01T12:00:00","28.57","-71.74",,,"1","3","2","5",,,,"11",,,,,,,,"10199","2","9","0",,,,,,"299",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T12:00:00","25.17","-75.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"9VIJ3","2015-09-01T12:00:00","25.60","-79.50",,,"1","4","0","0","4","2",,"1","0","150","4","41","98","2","1","10180","2","20","0","290","0","260","248","1","290","3","2","2","7","6","2","6","1","15","7","1","242","59","992","114","5","1","2","2","111111","11111111111111",,"1","1",,,,,,,,,,,"4"
"SPGF1","2015-09-01T12:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","140","4","31",,,,"10195","3","18",,"285",,,"239",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-01T12:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","140","1","20",,,,"10192",,,,"293",,,"243","1","296",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-01T12:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","150","1","20",,,,"10194","2","15",,"294",,,"245","1","296",,,,,,,"4","1","7","10","2","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T12:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","30",,,,"10189","1","9",,"289",,,"249","1","297",,,,,,,"4","1","8","10","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T13:00:00","28.57","-71.74",,,"1","3","2","5",,,,"11",,,,,,,,"10198","2","7","0",,,,,,"299",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T13:00:00","25.14","-75.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-01T13:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","160","4","31",,,,"10200","1","20",,"295",,,"231",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-01T13:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","160","1","20",,,,"10196",,,,"293",,,"243","1","297",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-01T13:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","160","1","20",,,,"10199","1","16",,"293",,,"243","1","297",,,,,,,"3","1","8","10","2","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T13:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","110","1","20",,,,"10194","2","10",,"289",,,"247","1","298",,,,,,,"4","1","9","9","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T14:00:00","28.57","-71.74",,,"1","3","2","5",,,,"11",,,,,,,,"10204","2","8","0",,,,,,"299",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T14:00:00","25.14","-75.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-01T14:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","160","4","31",,,,"10203","1","16",,"298",,,"238",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100928","2015-09-01T14:19:00","25.14","-75.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-01T14:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","180","1","20",,,,"10200",,,,"293",,,"242","1","298",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-01T14:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","170","1","20",,,,"10200","1","10",,"293",,,"241","1","300",,,,,,,"4","1","7","10","2","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T14:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","110","1","30",,,,"10196","2","7",,"289",,,"247","1","300",,,,,,,"4","1","7","9","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T15:00:00","28.53","-71.71",,,"1","3","2","5",,,,"11",,,,,,,,"10207","2","8","0",,,,,,"300",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T15:00:00","25.13","-75.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-01T15:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","180","4","26",,,,"10204","1","9",,"301",,,"232",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100928","2015-09-01T15:06:00","25.13","-75.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","304",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-01T15:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","170","1","30",,,,"10199",,,,"292",,,"242","1","300",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-01T15:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","180","1","40",,,,"10197","0","3",,"291",,,"240","1","301",,,,,,,"4","1","8","10","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T15:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","30",,,,"10195","1","6",,"290",,,"248","1","303",,,,,,,"4","1","8","9","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T16:00:00","28.53","-71.71",,,"1","3","2","5",,,,"11",,,,,,,,"10205","2","6","0",,,,,,"301",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T16:00:00","25.13","-75.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","304",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-01T16:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","190","4","31",,,,"10202","0","0",,"299",,,"232",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-01T16:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","160","1","30",,,,"10194",,,,"288",,,"235","1","301",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-01T16:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","170","1","20",,,,"10195","7","4",,"294",,,"234","1","302",,,,,,,"3","1","9","10","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T16:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","20",,,,"10193","4","0",,"289",,,"246","1","303",,,,,,,"4","1","8","9","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T17:00:00","28.53","-71.71",,,"1","3","2","5",,,,"11",,,,,,,,"10204","4","0","0",,,,,,"301",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T17:00:00","25.11","-75.09",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","307",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-01T17:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","190","4","31",,,,"10197","8","6",,"297",,,"238",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-01T17:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","190","1","10",,,,"10194",,,,"294",,,"243","1","304",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-01T17:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","150","1","30",,,,"10192","7","8",,"288",,,"241","1","303",,,,,,,"3","1","8","11","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T17:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","110","1","20",,,,"10190","8","6",,"289",,,"245","1","303",,,,,,,"4","1","8","8","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T18:00:00","28.49","-71.70",,,"1","3","2","5",,,,"11",,,,,,,,"10201","7","7","0",,,,,,"301",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T18:00:00","25.11","-75.09",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","309",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"DGAF","2015-09-01T18:00:00","20.00","-74.00",,,"1","4","0","0","4","4","1","1","0","50","4","77","98","2","0","10169","7","8","0","323","0","267","248","3","300","3","1","0","9","4","8","4","2","4","6","2","242","4","992","114","5","1","2","2","131111","11111111111111",,"1","0",,,,,,,,,,,"4"
"J8NW","2015-09-01T18:00:00","26.30","-78.80",,,"1","4","0","0","7","3",,"1","0","90","4","46","98",,"1","10178","5","8","0","315","0","285","276","1","285","4","4","4","8","8","5","3","2","9","3","2","242","68","992","114","5","1","2","2","111111","111A1111111111",,"1","1","9","3","2",,,,,,,,"4"
"J8NX","2015-09-01T18:00:00","26.10","-76.20",,,"1","4","0","0","7","3",,"1","0","90","3","67",,,,"10180","5","5","0","285","0","250","237","1","285","4","4","1","7","6","8","3","3","9","3","3","242","66","992","114","5","1","2","2","111111","11AAA111111111",,"3",,"9","2","2",,,,,,,,"4"
"J8PE4","2015-09-01T18:00:00","24.30","-74.10",,,"1","4","0","0","7","4",,"1","0","120","4","41","98","2","1","10186","4","0","0",,"0","290","274","1","310","4","3","2","4","8","8","4","2",,"4","1","242","44","992","114","5","1","2","2","171111","11111111111171",,"1","1",,"4","1",,,,,,,,"4"
"SPGF1","2015-09-01T18:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","200","4","41",,,,"10195","7","9",,"298",,,"240",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"WCY7054","2015-09-01T18:00:00","27.30","-79.90",,,"1","4","0","0","4","3",,"1","0","170","3","46","98",,"2","10175","4","0","0","300",,,,,,"5","5","1","5","8","3","2","1","5","3","1","242","79","992","114","5","1","2","2","F1111F","111A111AAA1111",,"1","2","0","2","1",,,,,,,,"4"
"WFJK","2015-09-01T18:00:00","27.20","-76.60",,,"1","4","0","0","3","4",,"1","0","361","3","0","98",,"0","10180",,,"0","300","0","280","274","1","270","3","3","2","4","A","A",,,,,,"242","76","992","114","5","1","2","2","111111","111A1111111AAA",,"1","0",,,,,,,,,,,"4"
"4100010","2015-09-01T18:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","180","1","20",,,,"10191",,,,"293",,,"246","1","304",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100928","2015-09-01T18:35:00","25.11","-75.09",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","312",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-01T18:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","210","1","20",,,,"10189","8","8",,"294",,,"244","1","305",,,,,,,"3","1","9","10","2","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T18:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","110","1","30",,,,"10187","8","8",,"290",,,"249","1","303",,,,,,,"3","1","8","9","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T19:00:00","28.49","-71.70",,,"1","3","2","5",,,,"11",,,,,,,,"10196","7","9","0",,,,,,"302",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T19:00:00","25.11","-75.09",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","311",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-01T19:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","200","4","31",,,,"10189","8","13",,"300",,,"236",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-01T19:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","220","1","20",,,,"10188",,,,"295",,,"246","1","306",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-01T19:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","240","1","20",,,,"10187","6","8",,"296",,,"245","1","305",,,,,,,"4","1","10","11","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T19:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","30",,,,"10184","7","9",,"292",,,"249","1","303",,,,,,,"4","1","8","10","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T20:00:00","28.49","-71.70",,,"1","3","2","5",,,,"11",,,,,,,,"10196","7","8","0",,,,,,"301",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T20:00:00","25.11","-75.09",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","312",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-01T20:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","70","4","21",,,,"10186","8","11",,"300",,,"243",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100928","2015-09-01T20:17:00","25.10","-75.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","310",,,,,,,,,,,,"242","55","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-01T20:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","250","1","20",,,,"10186",,,,"297",,,"237","1","306",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-01T20:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","220","1","20",,,,"10186","6","6",,"297",,,"242","1","305",,,,,,,"10","1","8","10","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T20:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","100","1","30",,,,"10182","6","8",,"293",,,"243","1","303",,,,,,,"4","1","8","9","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T21:00:00","28.46","-71.69",,,"1","3","2","5",,,,"11",,,,,,,,"10192","7","9","0",,,,,,"302",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T21:00:00","25.10","-75.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","310",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-01T21:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","40","4","36",,,,"10184","6","11",,"298",,,"244",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-01T21:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","240","1","10",,,,"10185",,,,"300",,,"240","1","307",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-01T21:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","250","1","10",,,,"10184","7","5",,"300",,,"239","1","306",,,,,,,"10","1","8","10","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T21:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","110","1","40",,,,"10179","7","8",,"289",,,"250","1","302",,,,,,,"3","1","9","8","2","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T22:00:00","28.46","-71.69",,,"1","3","2","5",,,,"11",,,,,,,,"10189","7","7","0",,,,,,"301",,,,,,,,,,,,"242","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T22:00:00","25.09","-75.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","308",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-01T22:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","50","4","36",,,,"10184","6","5",,"297",,,"243",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-01T22:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","260","1","10",,,,"10185",,,,"302",,,"237","1","307",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100928","2015-09-01T22:32:00","25.09","-75.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","308",,,,,,,,,,,,"242","55","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-01T22:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","361","1","0",,,,"10184","7","3",,"307",,,"241","1","309",,,,,,,"11","1","8","11","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A711",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T22:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","110","1","30",,,,"10179","7","5",,"290",,,"247","1","302",,,,,,,"4","1","10","9","1","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-01T23:00:00","28.46","-71.69",,,"1","3","2","5",,,,"11",,,,,,,,"10189","7","7","0",,,,,,"301",,,,,,,,,,,,"242","81","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-01T23:00:00","25.09","-75.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","307",,,,,,,,,,,,"242","55","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-01T23:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","60","4","31",,,,"10187","5","0",,"295",,,"241",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-01T23:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","361","1","0",,,,"10186",,,,"297",,,"240","1","308",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-01T23:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","180","1","10",,,,"10185","4","0",,"293",,,"241","1","306",,,,,,,"9","1","9","9","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-01T23:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","40",,,,"10180","5","0",,"289",,,"248","1","302",,,,,,,"4","1","9","9","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-02T00:00:00","28.43","-71.69",,,"1","3","2","5",,,,"11",,,,,,,,"10190","7","2","0",,,,,,"301",,,,,,,,,,,,"242","81","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-02T00:00:00","25.09","-75.04",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","306",,,,,,,,,,,,"242","55","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6YR6","2015-09-02T00:00:00","25.20","-77.40",,,"1","4","0","0","8","2",,"1","0","80","4","51","98","2","0","10184","3","6","0","295",,,,"3","302","3","3","4","5","A","A","7","1",,,,"242","57","992","114","5","1","2","1","11111F","1111111AA111A1",,"1","0",,,,,,,,,,,"4"
"KNJK","2015-09-02T00:00:00","25.00","-80.00",,,"1","4","0","0","5","3",,"1","0","30","4","10","98",,"2","10150","4","0","0","283",,,"246",,,"5","5","8","6","3","4","99",,"38",,,"241","50","992","114","5","1","2","1","F11111","111A111A1A1771",,"1","2",,,,,,,,,,,"4"
"SPGF1","2015-09-02T00:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","60","4","36",,,,"10188","2","4",,"293",,,"244",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-02T00:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","361","1","0",,,,"10188",,,,"292",,,"240","1","306",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-02T00:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","180","1","10",,,,"10190","3","6",,"292",,,"240","1","305",,,,,,,"10","1","6","10","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-02T00:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","30",,,,"10184","3","5",,"289",,,"249","1","301",,,,,,,"3","1","9","10","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100709","2015-09-02T01:00:00","28.43","-71.69",,,"1","3","2","5",,,,"11",,,,,,,,"10194","2","5","0",,,,,,"300",,,,,,,,,,,,"242","81","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-02T01:00:00","25.08","-75.00",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","305",,,,,,,,,,,,"242","55","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"J8PD","2015-09-02T01:00:00","26.20","-79.90",,,"1","4","0","0","4","3",,"1","0","90","4","15",,,"2","10190","6","20","0","290","0","270","263","1",,"7","7","1","6","8","2","3","2",,"3","2","242","69","992","114","5","1","2","1","611111","11AA1111191171",,"1","2",,"3","2",,,,,,,,"4"
"SPGF1","2015-09-02T01:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","70","4","41",,,,"10193","3","9",,"294",,,"251",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
