"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"7XCL4WP","2023-09-06T06:00:00","24.67","61.82",,,"1","5","2","5","2","4","1",,,,,,,,,"10067","2","14","8","282",,,"249",,,,,,,,,,,,,,,"220","41","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMHA","2023-09-06T06:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10065","0","2","8","321",,"278","264",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T07:00:00","24.67","62.15",,,"1","5","2","5","2","4","1",,,,,,,,,"10066","2","6","8","283",,,"249",,,,,,,,,,,,,,,"220","42","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMHA","2023-09-06T07:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10066","8","3","8",,,"284","269",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F7FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T08:00:00","24.67","62.49",,,"1","5","2","5","2","4","1",,,,,,,,,"10059","7","7","8","283",,,"249",,,,,,,,,,,,,,,"220","42","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"V7EQ4","2023-09-06T08:00:00","20.50","63.40",,,"1","6","2","5","3","3","1",,"240","4","51","1","97","3","2","10100",,,"8","300",,"280","273","1","280","5","5","1","4","6","A",,"10","3","22","8","3","220","3","798","172","5","1","2","2","111111","1111111111111A","5",,"2",,,,,,,,,
"WMHA","2023-09-06T08:00:00","24.70","67.30",,,"1","5","2","5","9","0","1",,,,,,,,,"10059","8","13","8",,,,,,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T09:00:00","24.67","62.82",,,"1","5","2","5","2","4","1",,,,,,,,,"10052","7","15","8","278",,,"249",,,,,,,,,,,,,,,"220","42","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"DACF","2023-09-06T09:00:00","24.00","62.70",,,"1","5","2","5","2","4","1",,"210","1","70","1","97","3","1","10070","4","0","8","290","0","280","277",,,"3","3","1","3","A","A",,"2","1","9","2","1","220","42","798","172","5","0",,"2","F11111","111111111A1111","5",,"1",,,,,,,,,
"WMHA","2023-09-06T09:00:00","24.70","67.20",,,"1","5","2","5","9","0","1",,,,,,,,,"10050","8","14","8",,,"292","277",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T10:00:00","24.67","63.13",,,"1","5","2","5","2","4","1",,,,,,,,,"10049","7","17","8","279",,,"248",,,,,,,,,,,,,,,"220","43","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"WMHA","2023-09-06T10:00:00","24.60","67.10",,,"1","4","0","0","5","1","1",,,,,,,,,"10043","6","23","0","302","0","270","259",,,,,,"A",,,,,,,,,"220","47","992","114","5","0",,"2","F1FF11","1AAAA1111A8AA1",,"1",,,,,,,,,,"4"
"7XCL4WP","2023-09-06T11:00:00","24.67","63.44",,,"1","5","2","5","2","4","1",,,,,,,,,"10045","7","13","8","279",,,"247",,,,,,,,,,,,,,,"220","43","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T11:00:00","22.90","60.13",,,"1","5","2","5","9",,"1","5","198",,"77",,,,,"10018",,,"8",,,,,,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"WMHA","2023-09-06T11:00:00","24.40","67.00",,,"1","5","2","5","5","2","1",,,,,,,,,"10046","5","13","8","296",,"263","252",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T12:00:00","24.67","63.74",,,"1","5","2","5","2","4","1",,,,,,,,,"10046","7","6","8","280",,,"245",,,,,,,,,,,,,,,"220","43","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T12:00:00","22.71","60.36",,,"1","5","2","5","9",,"1","5","204",,"98",,,,,"10017",,,"8",,,,,,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"TBWUK70","2023-09-06T12:00:00","22.30","60.60",,,"1","4","0","0","4","3","1","0",,,,,"98",,,"10053","7","2","0","311","0","281","270","1","289","3",,,"A",,,,"3","4","36","3","4","220","20","992","114","5","1","2","2","11FF11","171AA111111111",,,,,,,,,,,,"4"
"WMHA","2023-09-06T12:00:00","24.20","67.00",,,"1","5","2","5","5","3","1",,,,,,,,,"10045","5","5","8","292",,"261","250",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T13:00:00","24.67","64.05",,,"1","5","2","5","2","4","1",,,,,,,,,"10050","4","0","8","279",,,"244",,,,,,,,,,,,,,,"220","44","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T13:00:00","22.56","60.55",,,"1","5","2","5","9",,"1","5","198",,"75",,,,,"10023",,,"8",,,,,,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"WMHA","2023-09-06T13:00:00","24.00","67.00",,,"1","5","2","5","4","3","1",,,,,,,,,"10048","1","5","8","285",,"257","247",,,,,"A",,"A","A",,,,,,,"220","47","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T14:00:00","24.66","64.36",,,"1","5","2","5","2","4","1",,,,,,,,,"10052","2","6","8","276",,,"246",,,,,,,,,,,,,,,"220","44","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T14:00:00","22.42","60.73",,,"1","5","2","5","9",,"1","5","197",,"68",,,,,"10031",,,"8",,,,,,,,,,,,,,,,,,,"220","20","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-06T14:00:00","23.40","60.30",,,"1","6","2","5","9","0","1",,"140","3","98","1","97","2","1","10070",,,"8","300",,"290","287","7","290","6","5","1","2","7","A",,"3","4",,,,"220","30","798","172","5","1","2","2","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-06T14:00:00","23.80","67.00",,,"1","5","2","5","4","3","1",,,,,,,,,"10054","3","8","8","272",,"253","247",,,,,"A",,"A","A",,,,,,,"220","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T15:00:00","24.66","64.66",,,"1","5","2","5","2","4","1",,,,,,,,,"10056","2","9","8","277",,,"245",,,,,,,,,,,,,,,"220","44","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T15:00:00","22.26","60.90",,,"1","5","2","5","9",,"1","5","197",,"74",,,,,"10035",,,"8",,,,,,,,,,,,,,,,,,,"220","20","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-06T15:00:00","23.40","60.30",,,"1","6","2","5","9","0","1",,"140","3","98","1","97","2","1","10070",,,"8","300",,"290","287","7","290","6","5","1","2","7","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-06T15:00:00","23.60","67.00",,,"1","5","2","5","4","3","1",,,,,,,,,"10058","1","14","8","270",,"251","244",,,,,"A",,"A","A",,,,,,,"220","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T16:00:00","24.66","64.97",,,"1","5","2","5","2","4","1",,,,,,,,,"10060","2","11","8","278",,,"244",,,,,,,,,,,,,,,"220","44","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T16:00:00","22.11","61.08",,,"1","5","2","5","9",,"1","5","208",,"78",,,,,"10046",,,"8",,,,,,,,,,,,,,,,,,,"220","21","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-06T16:00:00","23.40","60.30",,,"1","6","2","5","9","0","1",,"140","3","98","1","97","2","1","10070",,,"8","300",,"290","287","7","290","6","5","1","2","7","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-06T16:00:00","23.30","67.00",,,"1","5","2","5","4","3","1",,,,,,,,,"10065","3","16","8","270",,"252","245",,,,,"A",,"A","A",,,,,,,"220","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T17:00:00","24.66","65.29",,,"1","5","2","5","2","4","1",,,,,,,,,"10064","2","12","8","278",,,"245",,,,,,,,,,,,,,,"220","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T17:00:00","21.95","61.26",,,"1","5","2","5","9",,"1","5","196",,"79",,,,,"10054",,,"8",,,,,,,,,,,,,,,,,,,"220","11","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-06T17:00:00","23.40","60.30",,,"1","6","2","5","9","0","1",,"140","3","98","1","97","2","1","10070",,,"8","300",,"290","287","7","290","6","5","1","2","7","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-06T17:00:00","23.10","67.00",,,"1","5","2","5","4","3","1",,,,,,,,,"10070","3","16","8","269",,"252","246",,,,,"A",,"A","A",,,,,,,"220","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"3E2529","2023-09-06T18:00:00","23.90","60.90",,,"1","6","2","5","0","0","1",,"230","4","36","1","98","2","1","10080","2","30","8","270","0","260","256","3","290",,,,,,,,,"1","36",,,"220","30","798","172","5","0",,"1","111111","1111111111A371","5",,"1","36",,,,,,,,
"7XCL4WP","2023-09-06T18:00:00","24.66","65.61",,,"1","5","2","5","2","4","1",,,,,,,,,"10064","2","9","8","276",,,"247",,,,,,,,,,,,,,,"220","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T18:00:00","21.80","61.44",,,"1","5","2","5","9",,"1","5","198",,"76",,,,,"10056",,,"8",,,,,,,,,,,,,,,,,,,"220","11","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-06T18:00:00","23.40","60.30",,,"1","6","2","5","9","0","1",,"140","3","98","1","97","2","1","10070",,,"8","300",,"290","287","7","290","6","5","1","2","7","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-06T18:00:00","22.90","67.00",,,"1","5","2","5","4","3","1",,,,,,,,,"10069","1","11","8","268",,"252","247",,,,,"A",,"A","A",,,,,,,"220","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T19:00:00","24.66","65.93",,,"1","5","2","5","2","4","1",,,,,,,,,"10064","2","4","8","274",,,"247",,,,,,,,,,,,,,,"220","45","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T19:00:00","21.66","61.61",,,"1","5","2","5","9",,"1","5","197",,"79",,,,,"10057",,,"8",,,,,,,,,,,,,,,,,,,"220","11","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-06T19:00:00","23.40","60.30",,,"1","6","2","5","9","0","1",,"140","3","98","1","97","2","1","10070",,,"8","300",,"290","287","7","290","6","5","1","2","7","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-06T19:00:00","22.70","67.20",,,"1","5","2","5","4","3","1",,,,,,,,,"10069","0","4","8","268",,"251","244",,,,,"A",,"A","A",,,,,,,"220","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T20:00:00","24.66","66.22",,,"1","5","2","5","2","3","1",,,,,,,,,"10062","7","1","8","274",,,"250",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T20:00:00","21.52","61.77",,,"1","5","2","5","9",,"1","5","198",,"86",,,,,"10057",,,"8",,,,,,,,,,,,,,,,,,,"220","11","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-06T20:00:00","23.40","60.30",,,"1","6","2","5","9","0","1",,"140","3","98","1","97","2","1","10070",,,"8","300",,"290","287","7","290","6","5","1","2","7","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-06T20:00:00","22.60","67.30",,,"1","5","2","5","3","3","1",,,,,,,,,"10066","8","4","8","268",,"252","246",,,,,"A",,"A","A",,,,,,,"220","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T21:00:00","24.67","66.40",,,"1","5","2","5","2","2","1",,,,,,,,,"10060","7","4","8","277",,,"251",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T21:00:00","21.38","61.94",,,"1","5","2","5","9",,"1","5","206",,"77",,,,,"10056",,,"8",,,,,,,,,,,,,,,,,,,"220","11","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-06T21:00:00","23.50","60.10",,,"1","6","2","5","9","0","1",,"150","3","93","1","97","2","1","10070",,,"8","280",,"280","280","7","290","6","5","A","A","A","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111113","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-06T21:00:00","22.40","67.40",,,"1","5","2","5","3","3","1",,,,,,,,,"10063","8","6","8","267",,"253","248",,,,,"A",,"A","A",,,,,,,"220","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T22:00:00","24.67","66.58",,,"1","5","2","5","2","2","1",,,,,,,,,"10056","7","8","8","279",,,"246",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T22:00:00","21.24","62.10",,,"1","5","2","5","9",,"1","5","204",,"63",,,,,"10056",,,"8",,,,,,,,,,,,,,,,,,,"220","12","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-06T22:00:00","23.50","60.10",,,"1","6","2","5","9","0","1",,"150","3","93","1","97","2","1","10070",,,"8","280",,"280","280","7","290","6","5","A","A","A","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111113","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-06T22:00:00","22.20","67.60",,,"1","5","2","5","3","3","1",,,,,,,,,"10060","6","9","8","266",,"251","245",,,,,"A",,"A","A",,,,,,,"220","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-06T23:00:00","24.70","66.76",,,"1","5","2","5","2","2","1",,,,,,,,,"10055","7","7","8","275",,,"247",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-06T23:00:00","21.11","62.26",,,"1","5","2","5","9",,"1","5","212",,"73",,,,,"10061",,,"8",,,,,,,,,,,,,,,,,,,"220","12","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-06T23:00:00","23.50","60.10",,,"1","6","2","5","9","0","1",,"150","3","93","1","97","2","1","10070",,,"8","280",,"280","280","7","290","6","5","A","A","A","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111113","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-06T23:00:00","22.10","67.70",,,"1","5","2","5","3","3","1",,,,,,,,,"10057","5","9","8","266",,"251","246",,,,,"A",,"A","A",,,,,,,"220","27","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"3EBY2","2023-09-07T00:00:00","22.10","61.80",,,"1","6","2","5","7","3","1",,"230","4","67","1","98","1","1","10182","7","10","8","260","0","250","246","3","290","4","3","3","3","8","A",,"9","6",,,,"220","21","798","172","5","0",,"1","111151","111111111111A1","5",,"1",,,,,,,,,
"7XCL4WP","2023-09-07T00:00:00","24.73","66.93",,,"1","5","2","5","2","2","1",,,,,,,,,"10058","7","3","8","276",,,"250",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-07T00:00:00","20.99","62.43",,,"1","5","2","5","9",,"1","5","219",,"48",,,,,"10061",,,"8",,,,,,,,,,,,,,,,,,,"220","2","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-07T00:00:00","23.50","60.10",,,"1","6","2","5","9","0","1",,"150","3","93","1","97","2","1","10070",,,"8","280",,"280","280","7","290","6","5","A","A","A","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111113","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-07T00:00:00","21.90","67.90",,,"1","5","2","5","3","3","1",,,,,,,,,"10059","5","3","8","266",,"252","247",,,,,"A",,"A","A",,,,,,,"220","17","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T01:00:00","24.81","66.99",,,"1","5","2","5","7","1","1",,,,,,,,,"10062","2","5","8","273",,,"249",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-07T01:00:00","20.86","62.59",,,"1","5","2","5","9",,"1","5","224",,"42",,,,,"10063",,,"8",,,,,,,,,,,,,,,,,,,"220","2","798","172","5","0",,"1","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-07T01:00:00","23.50","60.10",,,"1","6","2","5","9","0","1",,"150","3","93","1","97","2","1","10070",,,"8","280",,"280","280","7","290","6","5","A","A","A","A",,"3","4",,,,"220","30","798","172","5","1","2","1","111113","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-07T01:00:00","21.70","68.10",,,"1","5","2","5","3","3","1",,,,,,,,,"10065","3","5","8","265",,"249","244",,,,,"A",,"A","A",,,,,,,"220","18","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T02:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10065","2","9","8","275",,,"249",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-07T02:00:00","20.72","62.74",,,"1","5","2","5","9",,"1",,"220",,"53",,,,,"10068",,,"8",,,,,,,,,,,,,,,,,,,"220","2","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-07T02:00:00","23.50","60.10",,,"1","6","2","5","9","0","1",,"150","3","93","1","97","2","1","10070",,,"8","280",,"280","280","7","290","6","5","A","A","A","A",,"3","4",,,,"220","30","798","172","5","1","2","2","111113","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-07T02:00:00","21.50","68.20",,,"1","5","2","5","3","3","1",,,,,,,,,"10067","1","9","8","269",,"254","249",,,,,"A",,"A","A",,,,,,,"220","18","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T03:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10070","2","12","8","278",,,"247",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-07T03:00:00","20.58","62.91",,,"1","5","2","5","9",,"1","5","213",,"42",,,,,"10076",,,"8",,,,,,,,,,,,,,,,,,,"220","2","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-07T03:00:00","23.60","60.00",,,"1","6","2","5","9","0","1",,"150","3","93","1","97","2","1","10070",,,"8","300",,"290","287","7","300","6","5","1","2","4","A",,"3","4",,,,"220","30","798","172","5","1","2","2","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-07T03:00:00","21.40","68.40",,,"1","5","2","5","3","3","1",,,,,,,,,"10072","3","13","8","275",,"253","246",,,,,"A",,"A","A",,,,,,,"220","18","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T04:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10069","2","8","8","285",,,"248",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-07T04:00:00","20.44","63.07",,,"1","5","2","5","9",,"1","5","217",,"43",,,,,"10080",,,"8",,,,,,,,,,,,,,,,,,,"220","3","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-07T04:00:00","23.60","60.00",,,"1","6","2","5","9","0","1",,"150","3","93","1","97","2","1","10070",,,"8","300",,"290","287","7","300","6","5","1","2","4","A",,"3","4",,,,"220","30","798","172","5","1","2","2","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-07T04:00:00","21.20","68.50",,,"1","5","2","5","3","3","1",,,,,,,,,"10075","3","10","8","291",,"263","253",,,,,"A",,"A","A",,,,,,,"220","18","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T05:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10070","2","6","8","290",,,"249",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-07T05:00:00","20.30","63.23",,,"1","5","2","5","9",,"1","5","209",,"38",,,,,"10082",,,"8",,,,,,,,,,,,,,,,,,,"220","3","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-07T05:00:00","23.60","60.00",,,"1","6","2","5","9","0","1",,"150","3","93","1","97","2","1","10070",,,"8","300",,"290","287","7","300","6","5","1","2","4","A",,"3","4",,,,"220","30","798","172","5","1","2","2","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-07T05:00:00","21.00","68.70",,,"1","5","2","5","3","3","1",,,,,,,,,"10079","1","13","8","306",,"270","257",,,,,"A",,"A","A",,,,,,,"220","18","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T06:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10070","4","0","8","296",,,"249",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-07T06:00:00","20.17","63.40",,,"1","5","2","5","9",,"1","5","241",,"40",,,,,"10078",,,"8",,,,,,,,,,,,,,,,,,,"220","3","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"9V6416","2023-09-07T06:00:00","23.60","60.00",,,"1","6","2","5","9","0","1",,"150","3","93","1","97","2","1","10070",,,"8","300",,"290","287","7","300","6","5","1","2","4","A",,"3","4",,,,"220","30","798","172","5","1","2","2","111111","111111111111AA","5",,"1",,,,,,,,,
"WMHA","2023-09-07T06:00:00","20.80","68.80",,,"1","5","2","5","3","3","1",,,,,,,,,"10079","1","7","8","302",,"269","257",,,,,"A",,"A","A",,,,,,,"220","8","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,,,,,,,,
"7XCL4WP","2023-09-07T07:00:00","24.81","66.99",,,"1","5","2","5","0","0","1",,,,,,,,,"10061","7","8","8","300",,,"244",,,,,,,,,,,,,,,"220","46","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1","5",,,,,,,,,,,
"8JGV5XF","2023-09-07T07:00:00","20.04","63.55",,,"1","5","2","5","9",,"1","5","234",,"52",,,,,"10075",,,"8",,,,,,,,,,,,,,,,,,,"220","3","798","172","5","0",,"2","F6111F","11AAA19AAAAAAA","5",,,,,,,,,,,
"D5UT6","2023-09-07T07:00:00","20.00","63.70",,,"1","6","2","5","7","3","1",,"240","4","46","1","98",,"2","10168",,,"8","310","0","270","254","3","291","2","2","1","7","4","4",,"7","1",,,,"220","3","798","172","5","0",,"2","131131","111A11111111AA","5",,"2",,,,,,,,,
"WMHA","2023-09-07T07:00:00","20.60","69.00",,,"1","5","2","5","3","3","1",,,,,,,,,"10075","8","0","8",,,"284","269",,,,,"A",,"A","A",,,,,,,"220","9","798","172","5","1","2","2","F7FF11","1AAAA1111A8AA7","5",,,,,,,,,,,
