"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"WUSD","2022-09-01T18:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10050","1","12","8","330",,"290","277",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"9V6408","2022-09-01T19:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","0","190","4","31",,"98","2","1","9980","0","0","0","300","0","280","273",,"320","4","4","4","9","6","4",,"0","1",,,,"219","51","992","114","5","1","2","1","111141","111111111111A1",,,"1","1",,,,,,,,,"4",,
"WDJ4009","2022-09-01T19:00:00","27.10","51.10",,,"1","5","2","5","7","3","1",,,,,,,,,"10041","0","7","8","339",,"275","254",,,,,"A",,"A","A",,,,,,,"219","71","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WMKA","2022-09-01T19:00:00","20.80","59.40",,,"1","5","2","5","1","4","1",,,,,,,,,"10072","0","1","8","235",,"228","225",,,,,"A",,"A","A",,,,,,,"219","9","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-01T19:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10050","0","5","8","327",,"288","277",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"9V6408","2022-09-01T20:00:00","25.90","51.70",,,"1","4","0","0","6","3","1","0","170","4","31",,"98","2","1","9990","0","10","0","300","0","280","273",,"320","4",,"4","5","6","4",,"0","1",,,,"219","51","992","114","5","1","2","1","111121","111111111111A1",,,"1","1",,,,,,,,,"4",,
"WMKA","2022-09-01T20:00:00","21.10","59.50",,,"1","5","2","5","8","4","1",,,,,,,,,"10069","8","6","8","236",,"227","224",,,,,"A",,"A","A",,,,,,,"219","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-01T20:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10048","8","2","8","324",,"284","272",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"9V6408","2022-09-01T21:00:00","25.90","51.60",,,"1","4","0","0","2","1","1","0","170","4","31",,"98","2","1","9990","0","0","0","300","0","280","273",,"320","4","4","4","9","6","4",,"0","1","0",,,"219","51","992","114","5","1","2","1","111121","11111111111131",,,"1","1","0",,,,,,,,"4",,
"V7DJ5","2022-09-01T21:00:00","25.50","54.90",,,"1","6","2","5","9","0","1",,"20","3","62","1","97","2",,"10040",,,"8","380",,"370","368","1","330","6","6","A","4","A","A",,,,,,,"219","54","798","172","5","1","2","1","151111","1111A111111AAA",,"5",,,,,,,,,,,,,
"WMKA","2022-09-01T21:00:00","21.30","59.60",,,"1","5","2","5","8","4","1",,,,,,,,,"10068","8","4","8","236",,"228","225",,,,,"A",,"A","A",,,,,,,"219","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-01T21:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10042","8","9","8","321",,"280","267",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-01T21:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10021",,,"8",,,,,"9","300",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V6408","2022-09-01T22:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","210","4","26",,"98","2","1","9990","0","0","0","300","0","280","273",,"320","3","3","1","9","4","5",,"0","0","0",,,"219","51","992","114","5","1","2","1","111121","11111111111131",,,"1","1","0",,,,,,,,"4",,
"V7DJ5","2022-09-01T22:00:00","25.50","54.90",,,"1","6","2","5","9","0","1",,"20","3","62","1","97","2",,"10040",,,"8","280",,"270","266","1","330",,,"A",,"A","A",,,,,,,"219","54","798","172","5","1","2","1","111111","1111A111118AAA",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-01T22:00:00","27.70","50.70",,,"1","5","2","5","7","3","1",,,,,,,,,"10035","8","6","8","336",,"284","267",,,,,"A",,"A","A",,,,,,,"219","70","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WMKA","2022-09-01T22:00:00","21.60","59.70",,,"1","5","2","5","8","4","1",,,,,,,,,"10063","8","8","8","239",,"227","222",,,,,"A",,"A","A",,,,,,,"219","19","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-01T22:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10040","6","9","8","317",,"276","263",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-01T22:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10021",,,"8",,,,,"9","296",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-01T22:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10021",,,"8",,,,,"9","296",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V6408","2022-09-01T23:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","200","4","31",,"98","2","1","9990","0","0","0","300","0","280","273",,"320","3","3","1","9","4","5",,"0","0","0",,,"219","51","992","114","5","1","2","1","111121","11111111111131",,,"1","1","0",,,,,,,,"4",,
"AUYL","2022-09-01T23:00:00","24.70","58.30",,,"1","4","0","0","1","0","1","0","50","4","26",,"97","3","0","10009","7","0","0",,,,,,,"4","4","4","5","6","1",,,,,,,"219","48","992","114","5","0",,"1","F61113","1111119A9A1AA7",,,"1","1",,,,,,,,,"4",,
"V7DJ5","2022-09-01T23:00:00","25.50","54.90",,,"1","6","2","5","9","0","1",,"20","3","26","1","97","2",,"10040",,,"8","280",,"270","266","1","330","6","6","A","4","A","A",,,,,,,"219","54","798","172","5","1","2","1","111111","1111A111111AAA",,"5",,,,,,,,,,,,,
"WUSD","2022-09-01T23:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10040","6","4","8","311",,"275","263",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-01T23:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10024",,,"8",,,,,"9","294",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-01T23:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10024",,,"8",,,,,"9","294",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V3581","2022-09-02T00:00:00","24.40","58.00",,,"1","6","2","5","3","3","1",,"110","3","51","1","97","3",,"10080",,,"8","280",,,"252","1","290","6","6","8","5","7","8",,"5","2",,,,"219","48","798","172","5","0",,"1","111111","1111A11A1111AA",,"5",,,,,,,,,,,,,
"9V6408","2022-09-02T00:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","240","4","10",,"97","0",,"9980","0","0","0","300","0","290","287",,"350",,,,"A",,,,,,"0",,,"219","51","992","114","5","1","2","1","111141","1111A111118A31",,,"1",,"0",,,,,,,,"4",,
"TBWUK59","2022-09-02T00:00:00","20.30","59.68",,,"1","6","2","5","1","3","1","5","225",,"77","1","98","2",,"10063","3","5","8","261",,"241","232","1","270","3","3","1","A",,,,,,,,,"219","9","798","172","5","1","2","1","111111","1111A111111AA1",,"5",,,,,,"0",,,,,,,
"V7DJ5","2022-09-02T00:00:00","25.50","54.90",,,"1","6","2","5","9","0","1",,"20","3","62","1","97","2",,"10040",,,"8","280",,"270","266","1","330",,,"A",,"A","A",,,,,,,"219","54","798","172","5","1","2","1","111111","1111A111118AAA",,"5",,,,,,,,,,,,,
"WDJ4009","2022-09-02T00:00:00","28.00","50.50",,,"1","5","2","5","9",,"1",,,,,,,,,"10036","5","1","8","329",,"277","260",,,,,"A",,"A","A",,,,,,,"219","80","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-02T00:00:00","24.80","51.50",,,"1","4","0","0",,"0","1",,,,,,,"10",,"10041","5","0","0","308","0","273","261",,,"4",,,"3",,,,,,,,,"219","41","992","114","5","1","2","1","F1FF11","1AA1A1111A1AA1",,,,,,,,,,,,,"1",,
"2300593","2022-09-02T00:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10027",,,"8",,,,,"9","291",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-02T00:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10027",,,"8",,,,,"9","291",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V6408","2022-09-02T01:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","240","4","15",,"97","0",,"9980","0","0","0","300","0","290","287",,"350",,,,"A",,,,,,"0",,,"219","51","992","114","5","1","2","1","111141","1111A111118A31",,,"1",,"0",,,,,,,,"4",,
"WDJ4009","2022-09-02T01:00:00","28.20","50.30",,,"1","5","2","5","7","3","1",,,,,,,,,"10038","3","3","8","333",,"275","256",,,,,"A",,"A","A",,,,,,,"219","80","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-02T01:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10044","3","5","8","303",,"270","259",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-02T01:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10031",,,"8",,,,,"9","288",,,,,,,,,,,,,"219","59","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V6408","2022-09-02T02:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","240","4","10",,"97","0",,"9980","0","0","0","300","0","290","287",,"350",,,,"A",,,,,,"0",,,"219","51","992","114","5","1","2","1","111141","1111A111118A31",,,"1",,"0",,,,,,,,"4",,
"WDJ4009","2022-09-02T02:00:00","28.30","50.10",,,"1","5","2","5","7","3","1",,,,,,,,,"10043","3","7","8","334",,"278","259",,,,,"A",,"A","A",,,,,,,"219","80","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WMKA","2022-09-02T02:00:00","22.70","59.90",,,"1","5","2","5","8","4","1",,,,,,,,,"10069","3","3","8","238",,"231","228",,,,,"A",,"A","A",,,,,,,"219","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-02T02:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10047","3","7","8","300",,"268","258",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-02T02:08:00","25.40","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10035",,,"8",,,,,"9","288",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-02T02:09:00","25.40","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10035",,,"8",,,,,"9","288",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-02T02:10:00","25.40","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10035",,,"8",,,,,"9","288",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V6408","2022-09-02T03:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","240","4","10",,"97","5",,"9980","0","0","0","300","0","290","287",,"350",,,,"A",,,,,,"0",,,"219","51","992","114","5","1","2","2","111141","1111A111118A31",,,"1",,"0",,,,,,,,"4",,
"WDJ4009","2022-09-02T03:00:00","28.40","50.00",,,"1","5","2","5","7","3","1",,,,,,,,,"10045","3","9","8","335",,"286","271",,,,,"A",,"A","A",,,,,,,"219","80","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WMKA","2022-09-02T03:00:00","22.90","59.70",,,"1","5","2","5","8","4","1",,,,,,,,,"10074","3","10","8","254",,"240","235",,,,,"A",,"A","A",,,,,,,"219","29","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-02T03:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10054","3","13","8","294",,"263","252",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-02T03:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10042",,,"8",,,,,"9","288",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-02T03:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10042",,,"8",,,,,"9","288",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-02T03:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10042",,,"8",,,,,"9","288",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V6408","2022-09-02T04:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","250","4","21",,"98","2","1","9980","0","0","0","320","0","280","265",,"349","3","3","4","9","4","5",,"0","0","0",,,"219","51","992","114","5","1","2","2","111141","11111111111131",,,"1","1","0",,,,,,,,"4",,
"WMKA","2022-09-02T04:00:00","23.10","59.50",,,"1","5","2","5","7","4","1",,,,,,,,,"10075","1","8","8","301",,"271","261",,,,,"A",,"A","A",,,,,,,"219","39","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-02T04:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10062","3","17","8","309",,"272","260",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-02T04:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10046",,,"8",,,,,"9","289",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-02T04:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10046",,,"8",,,,,"9","289",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V6408","2022-09-02T05:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","240","4","15",,"98","2","1","9990","0","0","0","320","0","280","265",,"349","3","3","4","9","4","5",,"0","0","0",,,"219","51","992","114","5","1","2","2","111121","11111111111131",,,"1","1","0",,,,,,,,"4",,
"TBWUK70","2022-09-02T05:00:00","23.88","59.60",,,"1","6","2","5","7","4","1",,"90",,"41","1","98",,,"10081","4","0","8","281",,"261","253","1","310",,,,,,,,,,,,,"219","39","798","172","5","0",,"2","111111","111AA11111AAA1",,"5",,,,,,,,,,,,,
"V7DJ5","2022-09-02T05:00:00","25.50","54.90",,,"1","4","0","0","0","0","1","0","90","3","51",,"97","2","5","10050","0",,"0","330","0","300","290","1","330","4","4","6","2","1","7",,,,"0",,,"219","54","992","114","5","1","2","2","111111","11111111111A37",,,"1","0","0",,,,,,,,"4",,
"WMKA","2022-09-02T05:00:00","23.30","59.30",,,"1","5","2","5","7","4","1",,,,,,,,,"10078","1","9","8","339",,"293","279",,,,,"A",,"A","A",,,,,,,"219","39","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-02T05:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10065","1","17","8","328",,"288","276",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-02T05:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10052",,,"8",,,,,"9","292",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-02T05:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10052",,,"8",,,,,"9","292",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V6408","2022-09-02T06:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","240","4","21",,"98","2","1","9980","0","0","0","330","0","300","290",,"349","3","3","1","9","4","5",,"0","0","0",,,"219","51","992","114","5","1","2","2","111141","11111111111131",,,"1","1","0",,,,,,,,"4",,
"V7DJ5","2022-09-02T06:00:00","25.50","54.90",,,"1","4","0","0","0","0","1","0","90","3","46",,"97","0","0","10050","0",,"0","330","0","290","276","1","330","3","3","4","5","4","8",,,,"0",,,"219","54","992","114","5","1","2","2","111111","11111111111A37",,,"1","0","0",,,,,,,,"4",,
"V7OJ4","2022-09-02T06:00:00","25.80","51.80",,,"1","6","2","5","0","0","1",,"50","4","26","1","97","2","0","10010","4","0","8","360","0","300","283",,"300","2","0","0","6","0","8","0","0","1","36",,,"219","51","798","172","5","0",,"2","111111","11111111111771",,"5",,"0","36",,,,,,,,,,
"2300593","2022-09-02T06:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10053",,,"8",,,,,"9","298",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V6408","2022-09-02T07:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","240","4","26",,"98","2","1","9980","0","0","0","330","0","300","290",,"349","2","2","1","9","4","0",,"0","0","0",,,"219","51","992","114","5","1","2","2","111141","11111111111131",,,"1","1","0",,,,,,,,"4",,
"WMKA","2022-09-02T07:00:00","23.70","58.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10074","8","1","8","347",,"297","282",,,,,"A",,"A","A",,,,,,,"219","38","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-02T07:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10065","8","0","8","362",,"307","291",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA7",,"5",,,,,,,,,,,,,
"9V6408","2022-09-02T08:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","250","4","15",,"98","2","1","9980","0","0","0","330","0","300","290",,"340","4","4","4","5","6","6",,,,"0",,,"219","51","992","114","5","1","2","2","111141","11111111111A31",,,"1","1","0",,,,,,,,"4",,
"WMKA","2022-09-02T08:00:00","23.90","58.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10070","8","8","8","342",,"292","277",,,,,"A",,"A","A",,,,,,,"219","38","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-02T08:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10059","8","8","8","371",,"303","283",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"9V6408","2022-09-02T09:00:00","25.90","51.60",,,"1","4","0","0","0","0","1","0","250","4","21",,"98","2","1","9980","0","0","0","340","0","300","287",,"340","4","4","6","4","1","7",,,,"0",,,"219","51","992","114","5","1","2","2","111141","11111111111A31",,,"1","1","0",,,,,,,,"4",,
"V7DJ5","2022-09-02T09:00:00","25.40","55.00",,,"1","6","2","5","3","1","1",,"350","3","62","1","96","9",,"10020",,,"8","360",,"280","249","1","330",,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","111211","1111A111118AAA",,"5",,,,,,,,,,,,,
"WMKA","2022-09-02T09:00:00","24.10","58.50",,,"1","5","2","5","7","4","1",,,,,,,,,"10067","8","11","8","345",,"292","275",,,,,"A",,"A","A",,,,,,,"219","48","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-02T09:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10053","6","13","8","380",,"303","280",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"9V6408","2022-09-02T10:00:00","25.90","51.60",,,"1","6","2","5","9","0","1",,"130","4","21","1","97","0","0","10000","0","0","8","380",,"320","302","7","350","2","2","1","5","4","5","0","0","0",,,,"219","51","798","172","5","1","2","2","151121","111111111111A1",,"5",,"0",,,,,,,,,,,
"C6DQ4","2022-09-02T10:00:00","25.20","56.90",,,"1","6","2","5","3","3","1",,"160","3","36",,,,,"10054","0","0","8","320",,"280","265","7","330",,,"A",,"A","A",,,,,,,"219","56","798","172","5","1","2","2","111111","11AAA111118AA1",,"5",,,,,,,,,,,,,
"V7DJ5","2022-09-02T10:00:00","25.40","55.00",,,"1","6","2","5","9","0","1",,"350","3","62","1","96","2",,"10020",,,"8","330",,"300","290","1","330",,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","111211","1114A111118AAA",,"5",,,,,,,,,,,,,
"WMKA","2022-09-02T10:00:00","24.30","58.20",,,"1","5","2","5","7","4","1",,,,,,,,,"10061","8","13","8","354",,"292","273",,,,,"A",,"A","A",,,,,,,"219","48","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"WUSD","2022-09-02T10:00:00","24.90","51.50",,,"1","5","2","5","9","0","1",,,,,,,,,"10047","8","13","8","393",,"303","277",,,,,"A",,"A","A",,,,,,,"219","41","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1",,"5",,,,,,,,,,,,,
"2300593","2022-09-02T10:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10030",,,"8",,,,,"9","310",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-02T10:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10030",,,"8",,,,,"9","310",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V6408","2022-09-02T11:00:00","25.90","51.60",,,"1","6","2","5","9","0","1",,"130","4","15","1","97","3","0","10000","0","0","8","380",,"330","316","7","360","2","2","1","5","4","5",,"1","2",,,,"219","51","798","172","5","1","2","2","351121","111111111111A1",,"5",,"0",,,,,,,,,,,
"AUYL","2022-09-02T11:00:00","24.70","58.10",,,"1","4","0","0","1","0","1","0","70","4","46",,"97","3","0","10009","7","0","0",,,,,,,"4","4","4","5","6","1",,,,,,,"219","48","992","114","5","0",,"2","F61113","1111119A9A1AA7",,,"1","1",,,,,,,,,"4",,
"V7DJ5","2022-09-02T11:00:00","25.40","55.00",,,"1","6","2","5","9","0","1",,"350","3","62","1","96","2",,"10020",,,"8","330",,"300","290","1","330",,,"A",,"A","A",,,,,,,"219","55","798","172","5","1","2","2","111211","1114A111118AAA",,"5",,,,,,,,,,,,,
"2300593","2022-09-02T11:08:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10025",,,"8",,,,,"9","310",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-02T11:09:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10025",,,"8",,,,,"9","310",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"2300593","2022-09-02T11:10:00","25.41","59.57",,,"1","4","2","5",,,"11",,,,,,,,,"10025",,,"8",,,,,"9","310",,,,,,,,,,,,,"219","59","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"9V3581","2022-09-02T12:00:00","21.90","59.80",,,"1","6","2","5","5","3","1",,"190","3","123","1","97","3",,"10070",,,"8","280",,,"252","1","260","3","3","6","2","7","8",,"5","2",,,,"219","19","798","172","5","0",,"2","111111","1111A11A1111AA",,"5",,,,,,,,,,,,,
"9V6408","2022-09-02T12:00:00","25.90","51.60",,,"1","6","2","5","9","0","1",,"130","4","26","1","97","0","0","10000","0","0","8","380",,"340","329","7","360","2","2","1","5","4","5",,"1","2",,,,"219","51","798","172","5","1","2","2","351121","111111111111A1",,"5",,"0",,,,,,,,,,,
