"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"VRME6","2016-09-22T12:00:00","24.10","58.10",,,"1","4","0","0","7","3",,"1","0","50","4","41",,"97",,"0","10062","6","10","0","290","0","275","269","3","310","4","3","6","4","1","A",,"2","1","9","2","1","219","48","992","114","5","1","2","2","111111","111A1111111111",,"1","0",,,,"4"
"AMOHK01","2016-09-22T13:00:00","24.30","58.00",,,"1","4","0","0",,,,"1",,,,,,,,,"10063",,,"0","292",,,"250",,,,,,"A",,,,,,,,,"219","48","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T14:00:00","24.40","57.80",,,"1","4","0","0",,,,"1",,,,,,,,,"10065",,,"0","289",,,"248",,,,,,"A",,,,,,,,,"219","47","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T15:00:00","24.50","57.70",,,"1","4","0","0",,,,"1",,,,,,,,,"10067",,,"0","289",,,"249",,,,,,"A",,,,,,,,,"219","47","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T16:00:00","24.60","57.50",,,"1","4","0","0",,,,"1",,,,,,,,,"10067",,,"0","289",,,"250",,,,,,"A",,,,,,,,,"219","47","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T17:00:00","24.80","57.30",,,"1","4","0","0",,,,"1",,,,,,,,,"10073",,,"0","290",,,"254",,,,,,"A",,,,,,,,,"219","47","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T18:00:00","24.90","57.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10071",,,"0","290",,,"260",,,,,,"A",,,,,,,,,"219","47","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"PCIH","2016-09-22T18:00:00","26.30","53.70",,,"1","4","0","0","7","4","1","1","0","290","3","62",,"97","5","0","10045","4","0","0","311","0","281","272","1","342","1","0","0","9","0","2",,"1","1","30","4","1","219","63","992","114","5","1","2","1","111111","11111111111111",,"1","0",,,,"4"
"AMOHK01","2016-09-22T19:00:00","25.00","57.00",,,"1","4","0","0",,,,"1",,,,,,,,,"10066",,,"0","289",,,"262",,,,,,"A",,,,,,,,,"219","57","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK47","2016-09-22T19:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","190","4","31",,"97","5","2","10068","8","0","0","300","0","280","273","3","320","9","9","A","A","A","A",,,,,,,"219","56","992","114","5","1","2","1","111111","11111111111AA7",,"1","1",,,,"4"
"AMOHK01","2016-09-22T20:00:00","25.10","56.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10062",,,"0","289",,,"264",,,,,,"A",,,,,,,,,"219","56","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"V7OE6","2016-09-22T20:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","330","3","31",,"98","1","0","10068","0","1","0","310","0","250","223","3","300","6","5","4","5","4","0",,"2","1","35","2","1","219","51","992","114","5","1","2","1","111111","11111111111111",,"1","0",,,,"4"
"AMOHK01","2016-09-22T21:00:00","25.20","56.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10058",,,"0","288",,,"262",,,,,,"A",,,,,,,,,"219","56","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T22:00:00","25.40","56.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10059",,,"0","289",,,"261",,,,,,"A",,,,,,,,,"219","56","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-22T23:00:00","25.60","56.80",,,"1","4","0","0",,,,"1",,,,,,,,,"10057",,,"0","289",,,"261",,,,,,"A",,,,,,,,,"219","56","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK47","2016-09-22T23:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","140","4","46",,"96",,,"10057","7",,"0","310","0","290","283","3","310",,,"0","A","0","0",,,,,,,"219","56","992","114","5","1","2","1","111111","111AA111118AA7",,"1",,,,,"4"
"AMOHK01","2016-09-23T00:00:00","25.80","56.80",,,"1","4","0","0",,,,"1",,,,,,,,,"10060",,,"0","288",,,"250",,,,,,"A",,,,,,,,,"219","56","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"ATMG","2016-09-23T00:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","160","1","70",,"97","2","0","10067","1","3","0","320",,,"290","1","311","7","7","A","4","A","A",,,,,,,"219","56","992","114","5","1","2","1","111111","1111111A111AA1",,"1","2",,,,"4"
"VRME6","2016-09-23T00:00:00","25.70","56.80",,,"1","4","0","0","8","3",,"1","0","110","4","51",,"97",,"0","10042","6","2","0","260","0","250","246","3","310",,,,"A",,,,"3","1","35","3","1","219","56","992","114","5","1","2","1","111111","111A1111118111",,"1","0",,,,"4"
"AMOHK01","2016-09-23T01:00:00","25.90","56.80",,,"1","4","0","0",,,,"1",,,,,,,,,"10065",,,"0","289",,,"250",,,,,,"A",,,,,,,,,"219","56","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T02:00:00","26.10","56.70",,,"1","4","0","0",,,,"1",,,,,,,,,"10066",,,"0","292",,,"253",,,,,,"A",,,,,,,,,"219","66","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T03:00:00","26.30","56.70",,,"1","4","0","0",,,,"1",,,,,,,,,"10069",,,"0","294",,,"254",,,,,,"A",,,,,,,,,"219","66","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T04:00:00","26.50","56.70",,,"1","4","0","0",,,,"1",,,,,,,,,"10073",,,"0","301",,,"256",,,,,,"A",,,,,,,,,"219","66","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK74","2016-09-23T04:00:00","25.80","51.80",,,"1","4","0","0","0","0",,"1","0","300","4","77",,"98","2",,"10072","2","10","0","320","0","290","279","1","350","0","0","A","9","A","A",,"8","1","33","8","2","219","51","992","114","5","1","2","2","113111","1111A111111111",,"1",,,,,"4"
"AMOHK01","2016-09-23T05:00:00","26.60","56.60",,,"1","4","0","0",,,,"1",,,,,,,,,"10075",,,"0","304",,,"261",,,,,,"A",,,,,,,,,"219","66","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T06:00:00","26.60","56.40",,,"1","4","0","0",,,,"1",,,,,,,,,"10075",,,"0","306",,,"265",,,,,,"A",,,,,,,,,"219","66","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T07:00:00","26.50","56.20",,,"1","4","0","0",,,,"1",,,,,,,,,"10075",,,"0","312",,,"265",,,,,,"A",,,,,,,,,"219","66","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK47","2016-09-23T07:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","130","4","41",,"97","5","2","10078","8","0","0","330","0","280","261","3","320","5","4","7","2","2","A",,"5","1","0",,,"219","56","992","114","5","1","2","2","111111","11111111111137",,"1","2","0",,,"4"
"TBWUK80","2016-09-23T07:00:00","26.10","52.40",,,"1","4","0","0","2","4",,"1","0","350","4","62",,"97","2","1","10069","3","6","0","340","0","290","272","1","350","0","0","0","9","0","0",,"3","1","0",,,"219","62","992","114","5","1","2","2","111111","11111111111131",,"1","1","0",,,"4"
"AMOHK01","2016-09-23T08:00:00","26.40","56.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10068",,,"0","316",,,"266",,,,,,"A",,,,,,,,,"219","66","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"V7OE5","2016-09-23T08:00:00","26.10","53.20",,,"1","4","0","0","2","3","1","1","0","80","4","21",,"97","2","0","10067","2","15","0","330","0","310","305","3",,"4","4","6","2","1","2",,"2","0",,,,"219","63","992","114","5","1","2","2","711111","111111111111A1",,"1","0",,,,"4"
"V7OE6","2016-09-23T08:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","340","3","57",,"97","1","1","10067","0","2","0","350","0","300","283","3","300","5","4","1","5","4","0",,"3","1","34","3","1","219","51","992","114","5","1","2","2","111111","11111111111111",,"1","1",,,,"4"
"AMOHK01","2016-09-23T09:00:00","26.30","55.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10058",,,"0","321",,,"268",,,,,,"A",,,,,,,,,"219","65","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T10:00:00","26.20","55.80",,,"1","4","0","0",,,,"1",,,,,,,,,"10050",,,"0","323",,,"263",,,,,,"A",,,,,,,,,"219","65","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK47","2016-09-23T10:00:00","25.50","56.80",,,"1","4","0","0","0","0",,"1","0","110","4","21",,"96",,,"10050","7",,"0","330","0","310","304","3","310",,,"0","A","0","0",,"0","0","0",,,"219","56","992","114","5","1","2","2","111111","111AA111118137",,"1",,"0",,,"4"
"TBWUK80","2016-09-23T10:00:00","25.90","53.40",,,"1","4","0","0","2","4",,"1","0","280","4","26",,"97","3","0","10092","6","20","0","340","0","295","279","1","354","3","1","1","6","3","0",,"0","0","27","5","1","219","53","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,"4"
"AMOHK01","2016-09-23T11:00:00","26.10","55.70",,,"1","4","0","0",,,,"1",,,,,,,,,"10043",,,"0","326",,,"263",,,,,,"A",,,,,,,,,"219","65","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"V7OE5","2016-09-23T11:00:00","26.10","54.10",,,"1","4","0","0","2","3","1","1","0","230","4","51",,"96","5","1","10043","6",,"0","340","0","305","295","3",,"4","4","6","2","6","8",,"3","2","23","3","2","219","64","992","114","5","1","2","2","711111","11111111111117",,"1","1",,,,"4"
"AMOHK01","2016-09-23T12:00:00","25.90","55.50",,,"1","4","0","0",,,,"1",,,,,,,,,"10040",,,"0","325",,,"268",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"VRME6","2016-09-23T12:00:00","25.90","55.50",,,"1","4","0","0","5","2",,"1","0","270","4","41",,"97",,"1","10051","5","3","0","340","0","300","286","3","320","7","5","6","4","1","7",,"3","1","25","3","1","219","55","992","114","5","1","2","2","111111","111A1111111111",,"1","1",,,,"4"
"AMOHK01","2016-09-23T13:00:00","25.80","55.40",,,"1","4","0","0",,,,"1",,,,,,,,,"10036",,,"0","318",,,"274",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T14:00:00","25.70","55.30",,,"1","4","0","0",,,,"1",,,,,,,,,"10035",,,"0","319",,,"266",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T15:00:00","25.60","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10037",,,"0","317",,,"269",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T16:00:00","25.50","55.00",,,"1","4","0","0",,,,"1",,,,,,,,,"10038",,,"0","317",,,"272",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T17:00:00","25.40","54.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10041",,,"0","317",,,"271",,,,,,"A",,,,,,,,,"219","54","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"A8MW8","2016-09-23T18:00:00","24.40","56.90",,,"1","4","0","0","2","3","1","1","0","160","4","36",,"97","2","0","10080","4","0","0","280","0","250","239","3","340","4","3","4","5","4","4",,"1","1",,,,"219","46","992","114","5","1","2","1","111111","111111111111A1",,"1","0",,,,"4"
"AMOHK01","2016-09-23T18:00:00","25.20","54.90",,,"1","4","0","0",,,,"1",,,,,,,,,"10044",,,"0","316",,,"279",,,,,,"A",,,,,,,,,"219","54","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T19:00:00","25.00","55.00",,,"1","4","0","0",,,,"1",,,,,,,,,"10043",,,"0","314",,,"275",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"V7OE5","2016-09-23T19:00:00","25.30","55.00",,,"1","4","0","0","0","0","1","1","0","270","4","21",,"97","2","0","10047","6","5","0","315","0","313","312","3",,"3","3","1","0","4","2",,"2","0",,,,"219","55","992","114","5","1","2","1","711113","111111111111A1",,"1","0",,,,"4"
"AMOHK01","2016-09-23T20:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10037",,,"0","312",,,"277",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"V7OE6","2016-09-23T20:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","340","3","93",,"97","1","1","10040","0","18","0","320","0","270","250","3","300","6","5","1","5","4","0",,"4","1","35","2","1","219","51","992","114","5","1","2","1","111411","11111111111111",,"1","1",,,,"4"
"AMOHK01","2016-09-23T21:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10034",,,"0","309",,,"277",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK47","2016-09-23T21:00:00","26.50","56.10",,,"1","4","0","0","6","3",,"1","0","220","4","21",,"97","2","0","10032","7","0","0","310","0","280","269","3","320","2","1","A","A","A","A",,,,,,,"219","66","992","114","5","1","2","1","111111","11111111111AA7",,"1","0",,,,"4"
"AMOHK01","2016-09-23T22:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10032",,,"0","305",,,"272",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-23T23:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10032",,,"0","297",,,"263",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"V7OE5","2016-09-23T23:00:00","25.30","55.00",,,"1","4","0","0","0","0","1","1","0","90","4","15",,"97","2","2","10033","5",,"0","311","0","291","285","3","371","3","3","1","4","4","5",,,,"0",,,"219","55","992","114","5","1","2","1","511111","11111111111A37",,"1","2","0",,,"4"
"A8MW8","2016-09-24T00:00:00","24.10","58.00",,,"1","4","0","0","2","3","1","1","0","40","4","41",,"97","2","0","10060","4","0","0","270",,,,"3","340",,,,"A",,,,"12","1","0",,,"219","48","992","114","5","1","2","1","31111F","1111111AA18331",,"1","0","0",,,"4"
"AMOHK01","2016-09-24T00:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10032",,,"0","292",,,"265",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"ATMG","2016-09-24T00:00:00","25.20","56.50",,,"1","4","0","0","0","0",,"1","0","160","1","20",,"97","2","0","10065","0","1","0","320",,,"290","1","315","8","8","A","4","A","A",,,,,,,"219","56","992","114","5","1","2","1","111111","1111111A111AA1",,"1","2",,,,"4"
"TBWUK47","2016-09-24T00:00:00","26.30","55.20",,,"1","4","0","0","6","3",,"1","0","150","4","26",,"97","0",,"10026","5",,"0","330","0","300","290","3","310","0","0","0","9","0","0",,,,,,,"219","65","992","114","5","1","2","1","111111","1111A111111AA7",,"1",,,,,"4"
"AMOHK01","2016-09-24T01:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10034",,,"0","293",,,"267",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T02:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10041",,,"0","289",,,"264",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"2ICH7","2016-09-24T03:00:00","24.20","52.70",,,"1","4","0","0","0","0",,"1","0","290","4","21",,"97","2","0","10049","3","4","0","310","0","280","269",,,"3","3","1","4","A","A",,"5","1",,,,"219","42","992","114","5","1","2","2","F11111","111111111A11A1",,"1","0",,,,"4"
"AMOHK01","2016-09-24T03:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10044",,,"0","291",,,"264",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T04:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10048",,,"0","302",,,"268",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK74","2016-09-24T04:00:00","25.80","51.80",,,"1","4","0","0","0","0",,"1","0","290","4","46",,"97","2",,"10052","2","9","0","330","0","280","261","1","350","0","0","A","9","A","A",,"7","1","33","10","1","219","51","992","114","5","1","2","2","111111","1111A111111111",,"1",,,,,"4"
"V7OE6","2016-09-24T04:00:00","25.90","51.70",,,"1","4","0","0","0","0","1","1","0","320","3","51",,"98","1","1","10046","3","11","0","340","0","280","257","3","301","5","4","4","4","4","1",,"5","2","31","6","2","219","51","992","114","5","1","2","2","111111","11111111111111",,"1","1",,,,"4"
"9V2730","2016-09-24T05:00:00","21.50","58.00",,,"1","4","0","0","5","4",,"1","0","120","3","72",,"98",,,"10190","4","0","0","260","0","230","215",,"250","2","2","1","4","0","5",,,,,,,"219","18","992","114","5","1","2","2","112151","111AA111111AA1",,"1",,,,,"4"
"AMOHK01","2016-09-24T05:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10048",,,"0","310",,,"266",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK47","2016-09-24T05:00:00","26.30","53.90",,,"1","4","0","0","6","3",,"1","0","90","4","41",,"96","3","1","10047","2","15","0","320","0","290","279","3","330","5","4","7","3","1","A",,"2","1",,,,"219","63","992","114","5","1","2","2","111111","111411111111A1",,"1","1",,,,"4"
"A8MW8","2016-09-24T06:00:00","23.70","59.30",,,"1","4","0","0","2","3","1","1","0","100","4","36",,"98","2","0","10080","2","30","0","290","0","260","249","3","320","4","3","4","5","4","4",,"1","1",,,,"219","39","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,"4"
"AMOHK01","2016-09-24T06:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10050",,,"0","329",,,"267",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T07:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10046",,,"0","341",,,"259",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"V7OE5","2016-09-24T07:00:00","25.30","55.00",,,"1","4","0","0","0","0","1","1","0","210","4","46",,"97","2","0","10051","1","9","0","337","0","305","296","3",,"5","5","6","2","1","6",,"3","0",,,,"219","55","992","114","5","1","2","2","711111","111111111111A1",,"1","0",,,,"4"
"AMOHK01","2016-09-24T08:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10039",,,"0","333",,,"264",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK47","2016-09-24T08:00:00","26.20","53.10",,,"1","4","0","0","6","3",,"1","0","350","4","51",,"98","5","0","10040","8","0","0","345","0","280","255","3","330","0","0","0","9","0","0",,"2","0","0",,,"219","63","992","114","5","1","2","2","111111","11111111111137",,"1","0","0",,,"4"
"AMOHK01","2016-09-24T09:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10032",,,"0","330",,,"265",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T10:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10025",,,"0","332",,,"271",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T11:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10020",,,"0","331",,,"258",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"V7OE5","2016-09-24T11:00:00","25.30","55.00",,,"1","4","0","0","0","0","1","1","0","270","4","36",,"97","2","2","10021","6",,"0","349","0","345","344","3",,"3","3","1","1","8","1",,,,"0",,,"219","55","992","114","5","1","2","2","711113","11111111111A37",,"1","2","0",,,"4"
"AMOHK01","2016-09-24T12:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10016",,,"0","331",,,"264",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"TBWUK78","2016-09-24T12:00:00","25.70","56.60",,,"1","4","0","0","0","0",,"1","0","140","3","21",,"97","5","0","10023","6","25","0","307","0","275","263",,"314","3","3","6","2","A","A",,"3","0","0",,,"219","56","992","114","5","1","2","2","111111","11111111111131",,"1","0","0",,,"4"
"AMOHK01","2016-09-24T13:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10016",,,"0","328",,,"263",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T14:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10016",,,"0","324",,,"264",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"2","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T15:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10019",,,"0","321",,,"270",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T16:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10024",,,"0","317",,,"272",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T17:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10028",,,"0","315",,,"273",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T18:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10029",,,"0","316",,,"267",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"DFWV2","2016-09-24T18:00:00","21.50","59.70",,,"1","4","0","0","1","4",,"1","0","210","4","87",,"96","10","0","10053","0","3","0","250",,,"223","1","250","0",,,"9",,,,"10","4","0",,,"219","19","992","114","5","1","2","1","111111","1111111A111131",,"1","0","0",,,"4"
"AMOHK01","2016-09-24T19:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10027",,,"0","316",,,"265",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"V7OE5","2016-09-24T19:00:00","25.30","55.00",,,"1","4","0","0","0","0","1","1","0","280","4","26",,"97","2","0","10028","6","4","0","320","0","295","288","3","371","3","3","1","4","4","1",,"2","0",,,,"219","55","992","114","5","1","2","1","511111","111111111111A1",,"1","0",,,,"4"
"AMOHK01","2016-09-24T20:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10026",,,"0","315",,,"265",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T21:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10024",,,"0","312",,,"263",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T22:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10023",,,"0","301",,,"261",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"AMOHK01","2016-09-24T23:00:00","25.00","55.10",,,"1","4","0","0",,,,"1",,,,,,,,,"10020",,,"0","296",,,"261",,,,,,"A",,,,,,,,,"219","55","992","114","5","0",,"1","F1FF11","1AAAA11A1A8AAA",,"6",,,,,"4"
"V7OE5","2016-09-24T23:00:00","25.30","55.00",,,"1","4","0","0","0","0","1","1","0","270","4","51",,"97","2","2","10020","6",,"0","318","0","289","280","3","370","3","3","1","4","8","4",,,,"0",,,"219","55","992","114","5","1","2","1","511111","11111111111A37",,"1","2","0",,,"4"
